CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
1951,Male,1,57522,75,Artist,10,5
1952,Female,58,149237,80,Entertainment,8,6
1953,Female,42,184844,24,Entertainment,6,1
1954,Female,48,131656,45,Lawyer,9,6
1955,Female,11,181026,39,Marketing,6,2
1956,Male,59,101698,87,Artist,9,3
1957,Female,45,152560,32,Entertainment,9,2
1958,Male,73,142502,97,Doctor,5,1
1959,Female,85,155432,21,Engineer,4,6
1960,Female,70,108544,49,Entertainment,4,5
1961,Female,52,106530,46,Engineer,7,2
1962,Male,70,124359,51,Homemaker,7,7
1963,Female,88,146970,90,Artist,7,6
1964,Male,61,182176,96,Artist,9,5
1965,Female,46,114435,34,Artist,8,3
1966,Male,65,134213,32,Homemaker,8,4
1967,Female,84,115580,73,Entertainment,8,5
1968,Female,76,124034,88,Executive,10,2
1969,Male,31,67894,42,Doctor,9,1
1970,Male,55,107099,89,Executive,4,6
1971,Male,45,140263,88,Entertainment,10,5
1972,Male,98,104249,12,Engineer,5,2
1973,Male,40,168821,36,Executive,4,5
1974,Female,14,153145,59,Healthcare,8,6
1975,Female,41,128960,43,Executive,9,4
1976,Male,60,127438,82,Engineer,7,2
1977,Male,60,125968,100,Lawyer,8,2
1978,Male,84,104589,85,Artist,10,2
1979,Male,0,165321,93,Doctor,8,1
1980,Female,10,86925,76,Artist,7,2
1981,Female,62,149797,19,Artist,5,6
1982,Male,33,137094,68,Lawyer,4,1
1983,Female,52,55395,41,Marketing,10,1
1984,Female,2,153622,51,Lawyer,6,6
1985,Male,27,74050,44,Entertainment,8,1
1986,Female,4,68094,61,Doctor,4,7
1987,Male,63,59244,80,Artist,7,1
1988,Female,54,118944,77,Artist,4,4
1989,Female,47,75293,55,Doctor,6,7
1990,Female,30,166983,69,Artist,7,3
1991,Female,97,129444,96,Entertainment,5,6
1992,Male,94,181183,24,Marketing,9,3
1993,Female,64,175254,100,Artist,9,5
1994,Female,19,54121,89,Engineer,6,3
1995,Female,71,184387,40,Artist,8,7
1996,Female,91,73158,32,Doctor,7,7
1997,Male,87,90961,14,Healthcare,9,2
1998,Male,77,182109,4,Executive,7,2
1999,Male,90,110610,52,Entertainment,5,2
